日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA10,MA30,MA60
2023-06-20,35.0,34.02,37.46,33.71,268458,946621517.0,9.9,-10.19,-3.86,32.44,,,,
2023-06-21,35.2,34.35,37.78,34.21,181819,649232219.0,10.49,0.97,0.33,21.97,,,,
2023-06-26,33.0,31.19,33.0,24.16,141763,432567269.0,25.74,-9.2,-3.16,17.13,,,,
2023-06-27,29.99,30.89,32.32,29.88,106052,326285070.0,7.82,-0.96,-0.3,12.81,,,,
2023-06-28,30.33,29.64,30.48,29.01,70909,209576700.0,4.76,-4.05,-1.25,8.57,32.018,,,
2023-06-29,29.64,28.76,30.77,28.4,65362,192999931.0,8.0,-2.97,-0.88,7.9,30.965999999999998,,,
2023-06-30,28.94,30.91,30.97,28.85,109800,331226964.0,7.37,7.48,2.15,13.27,30.278000000000002,,,
2023-07-03,31.63,32.61,33.1,31.3,86063,278057613.0,5.82,5.5,1.7,10.4,30.562,,,
2023-07-04,32.69,32.78,35.4,31.88,129552,434131288.0,10.79,0.52,0.17,15.65,30.939999999999998,,,
2023-07-05,31.7,31.9,33.5,31.7,73094,236832587.0,5.49,-2.68,-0.88,8.83,31.392000000000003,31.705000000000002,,
2023-07-06,32.13,29.83,32.13,29.44,76374,231083057.0,8.43,-6.49,-2.07,9.23,31.605999999999995,31.286,,
2023-07-07,29.68,29.09,30.02,28.8,49782,145624283.0,4.09,-2.48,-0.74,6.01,31.242,30.76,,
2023-07-10,29.38,30.5,31.18,29.38,55259,168473722.0,6.19,4.85,1.41,6.68,30.82,30.691000000000003,,
2023-07-11,30.5,32.21,32.22,30.32,51200,161693494.0,6.23,5.61,1.71,6.19,30.706,30.823,,
2023-07-12,31.92,31.24,32.49,31.21,28769,91559216.0,3.97,-3.01,-0.97,3.48,30.574,30.982999999999997,,
2023-07-13,31.4,32.28,32.5,30.9,42924,137376691.0,5.12,3.33,1.04,5.19,31.064,31.334999999999997,,
2023-07-14,31.85,31.88,32.79,31.5,23935,76477440.0,4.0,-1.24,-0.4,2.89,31.622000000000003,31.432,,
2023-07-17,31.27,30.8,31.81,30.35,24264,74629358.0,4.58,-3.39,-1.08,2.93,31.682,31.250999999999998,,
2023-07-18,30.43,29.88,31.44,29.63,27611,83176910.0,5.88,-2.99,-0.92,3.34,31.215999999999998,30.961000000000002,,
2023-07-19,29.91,29.27,30.25,29.1,21720,64202797.0,3.85,-2.04,-0.61,2.62,30.822000000000003,30.698,,
2023-07-20,29.5,28.56,29.69,28.16,29445,85035203.0,5.23,-2.43,-0.71,3.56,30.077999999999996,30.570999999999998,,
2023-07-21,28.5,28.78,29.3,28.16,20352,58412000.0,3.99,0.77,0.22,2.46,29.458,30.54,,
2023-07-24,28.89,29.72,30.42,28.57,34678,103151612.0,6.43,3.27,0.94,4.19,29.241999999999997,30.461999999999996,,
2023-07-25,29.81,29.45,30.19,28.91,33658,98744326.0,4.31,-0.91,-0.27,4.07,29.156,30.186,,
2023-07-26,29.61,29.64,29.94,29.24,17824,52914213.0,2.38,0.65,0.19,2.15,29.23,30.026,,
2023-07-27,29.59,29.64,29.98,28.86,23200,68121482.0,3.78,0.0,0.0,2.8,29.445999999999998,29.762,,
2023-07-28,29.3,32.6,32.68,29.3,83301,257767957.0,11.4,9.99,2.96,10.06,30.21,29.834000000000003,,
2023-07-31,33.33,32.03,34.6,31.53,75931,250320690.0,9.42,-1.75,-0.57,9.17,30.672000000000004,29.957,,
2023-08-01,31.88,31.2,32.61,30.73,48432,152734379.0,5.87,-2.59,-0.83,5.85,31.022000000000002,30.089,,
2023-08-02,31.1,28.88,31.35,28.7,55286,164080025.0,8.49,-7.44,-2.32,6.68,30.869999999999997,30.05,30.817666666666664,
2023-08-03,28.73,30.76,31.3,28.67,53683,162512654.0,9.11,6.51,1.88,6.49,31.094,30.270000000000003,30.709,
2023-08-04,30.85,29.49,30.86,29.45,34976,104417993.0,4.58,-4.13,-1.27,4.23,30.472,30.340999999999998,30.547,
2023-08-07,29.4,27.19,29.47,27.0,77178,213713484.0,8.38,-7.8,-2.3,9.32,29.504,30.088000000000005,30.413666666666664,
2023-08-08,27.2,27.24,27.87,27.12,27750,76157179.0,2.76,0.18,0.05,3.35,28.712,29.866999999999997,30.291999999999998,
2023-08-09,27.21,27.58,28.27,27.11,34787,96326091.0,4.26,1.25,0.34,4.2,28.451999999999998,29.661,30.223333333333333,
2023-08-10,27.36,27.92,28.05,27.25,21429,59510793.0,2.9,1.23,0.34,2.59,27.883999999999997,29.488999999999997,30.195333333333334,
2023-08-11,28.07,27.82,28.15,27.57,24724,69063049.0,2.08,-0.36,-0.1,2.99,27.55,29.011000000000003,30.092333333333332,
2023-08-14,28.0,27.8,28.18,27.06,21783,60089690.0,4.03,-0.07,-0.02,2.63,27.672000000000004,28.588,29.932000000000002,
2023-08-15,27.94,27.61,28.02,27.11,15868,43804776.0,3.27,-0.68,-0.19,1.92,27.746,28.229000000000003,29.759666666666668,
2023-08-16,27.79,27.7,28.88,27.4,27458,77265788.0,5.36,0.33,0.09,3.32,27.770000000000003,28.111,29.619666666666667,
2023-08-17,27.65,27.82,28.08,27.22,14779,40849925.0,3.1,0.43,0.12,1.79,27.75,27.817,29.552666666666667,
2023-08-18,27.82,27.69,28.48,27.56,13857,38828422.0,3.31,-0.47,-0.13,1.67,27.724,27.637,29.505999999999997,
2023-08-21,27.5,27.83,28.05,27.26,12530,34759259.0,2.85,0.51,0.14,1.51,27.73,27.701,29.416999999999998,
2023-08-22,27.9,27.65,28.2,27.1,22293,61590009.0,3.95,-0.65,-0.18,2.69,27.738,27.742,29.264999999999997,
2023-08-23,27.78,27.12,27.78,27.11,13038,35645063.0,2.42,-1.92,-0.53,1.58,27.622000000000003,27.696000000000005,29.127666666666666,
2023-08-24,27.02,27.71,27.85,26.0,26685,72331148.0,6.82,2.18,0.59,3.22,27.6,27.675,28.97533333333333,
2023-08-25,27.33,26.78,27.5,26.32,17663,47662261.0,4.26,-3.36,-0.93,2.13,27.418,27.570999999999998,28.805333333333333,
2023-08-28,29.3,27.11,29.46,26.86,21562,60150166.0,9.71,1.23,0.33,2.61,27.274,27.502,28.682333333333336,
2023-08-29,26.91,28.83,29.06,26.8,37513,106747648.0,8.34,6.34,1.72,4.53,27.51,27.624000000000002,28.647333333333332,
2023-08-30,28.9,29.75,30.39,28.0,35574,105741787.0,8.29,3.19,0.92,4.3,28.036,27.829,28.663333333333334,
2023-08-31,29.7,29.18,29.92,29.09,14819,43623090.0,2.79,-1.92,-0.57,1.79,28.329999999999995,27.964999999999996,28.684,
2023-09-01,29.15,28.76,29.38,28.72,15382,44511148.0,2.26,-1.44,-0.42,1.86,28.726,28.071999999999996,28.683333333333334,
2023-09-04,28.8,28.56,29.27,27.5,25624,72290773.0,6.15,-0.7,-0.2,3.1,29.016000000000002,28.145,28.644666666666662,
2023-09-05,28.58,28.61,28.84,28.17,10815,30902822.0,2.35,0.18,0.05,1.31,28.971999999999998,28.241000000000003,28.616666666666667,
2023-09-06,28.44,28.1,29.0,27.72,10961,30784449.0,4.47,-1.78,-0.51,1.32,28.641999999999996,28.339,28.565333333333335,
2023-09-07,28.1,27.6,28.1,27.6,9089,25212755.0,1.78,-1.78,-0.5,1.1,28.326,28.327999999999996,28.497333333333334,
2023-09-08,27.48,27.94,28.2,27.41,8998,25120837.0,2.86,1.23,0.34,1.09,28.162,28.444,28.342,
